product_name,countries_en,serving_size,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g
Pocky,United States,35 g,2150,837,22.9,12.9,0,0,0,0,68.6,25.7,2.86,8.57,0.472,0.186,0,0.0571,0,0,0,0
"Microwave Popocorn Reinvented, Vermont Maple & Sea Salt",United States,35 g (2 Tbsp),1912,0,25.71,1.43,1.43,20,0,0,51.43,8.57,8.6,8.57,0.83566,0.329,0,0,0,0.00103,0,0
"Microwave Popcorn, Butter",United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.95834,0.771,0,0,0,0.00206,0,0
"Microwave Popcorn, Butter",United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.95834,0.771,0,0,0,0.00206,0,0
Microwave Popcorn,United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.88722,0.743,0,0,0,0.00206,0,0
Microwave Popcorn,United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.88722,0.743,0,0,0,0.00206,0,0
"Microwave Popcorn, Butter",United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.95834,0.771,0,0,0,0.00206,0,0
Extra Butter Microwave Popcorn,United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.88722,0.743,0.186,0,0,0.00206,0,0
Microwave Popcorn,United States,35 g (2 Tbsp),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.95834,0.771,0.2,0,0,0.00206,0,0
"Microwave Popcorn, Parmesan & Rosemary",United States,35 g (2 Tbsp),2033,0,28.57,2.86,1.43,20,0,0,45.71,0,8.6,11.43,1.23444,0.486,0,0.114,0,0.00206,0,0
Microwave Popcorn,United States,"35 g (2.5 , CARTON: ABOUT 7 | BAG: ABOUT)",1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.88722,0.743,0,0,0,0.00206,0,0
Movie Theater Butter Microwave Popcorn,United States,35 g (25 | AS PACKAGED CARTON ABOUT),1912,0,28.57,14.29,10,4.29,0,0,51.43,0,8.6,5.71,1.88722,0.743,0,0,0,0.00206,0,0
Malt-O Meal Original,United States,35 g (3 Tbsp),1552,0,1.43,0,0,0,0,0,77.14,0,2.9,14.29,0,0,0,0.286,0.171,0.03086,0,0
Meijer Low Fat Honey Grahams,United States,35 g (35 g),1674,0,5.71,0,0,0,0,0,80,22.86,5.7,5.71,1.30556,0.514,0,0.429,0,0.00309,0,0
HamBeens 15 Bean Soup,United States,35 g dry,1430,0,1.43,0,0,0,0,0,57.1,2.86,25.7,22.9,0.508,0.2,1.34,0.114,0,0.00514,0,0
"Pom, 100% Juice Blend, Pom, Pineapple, Apple",United States,355 ml (1 BOTTLE),247,0,0,0,0,0,0,0,14.65,12.68,0,0.28,0.00762,0.003,0.177,0.006,0,0,0,0
Caffeine Free Root Beer,United States,355 ml (1 CAN),201,0,0,0,0,0,0,0,11.83,11.83,0,0,0.03302,0.013,0,0,0,0,0,0
"Everfresh Juice Co., Premier, 100% Apple Juice, Granny Smith",United States,355 ml (12 fl oz),201,0,0,0,0,0,0,0,12.11,12.11,0,0,0.01016,0.004,0,0,0,0,0,0
"Everfresh Juice Co., Premier, 100% Apple Juice, Fuji",United States,355 ml (12 fl oz),201,0,0,0,0,0,0,0,12.11,12.11,0,0,0.01016,0.004,0,0,0,0,0,0
"Everfresh Juice Co., Premier, 100% Apple Juice, Honey Crisp",United States,355 ml (12 fl oz),201,0,0,0,0,0,0,0,12.11,12.11,0,0,0.01016,0.004,0,0,0,0,0,0
"Everfresh, Premier Varietals, 100% Juice, Mcintosh Apple",United States,355 ml (12 fl oz),201,0,0,0,0,0,0,0,12.11,12.11,0,0,0.01016,0.004,0,0,0,0,0,0
Cream of Coconut,United States,36 g,1630,581,13.9,13.9,0,0,0,0,61.1,55.6,0,0,0.106,0.0417,0,0,0,0,0,0
Princessa Kokosowa,United States,36 g,2222,0,31.9,18.6,0,0,0,0,53.5,33.9,1.4,7.1,0.44,0.173228346,0,0,0,0,0,0
Lindor White,United States,36 g,2670,1980,52.8,38.9,0,0,0,0,38.9,38.9,2.78,5.56,0.212,0.0833,0,0,0,0,0,0
Thai Chilli Ketchup,United States,36 g (2 Tbsp),406,0,0,0,0,0,0,0,22.22,19.44,0,0,0.67056,0.264,0,0,0,0,0,0
Enriched Hamburger Buns,United States,39 g (1 BUN),1180,0,2.56,0,0,0,0,0,53.85,5.13,2.6,10.26,1.23698,0.487,0,0.103,0,0.00277,0,0
Hamburger Buns,United States,39 g (1 BUN),1180,0,2.56,0,0,0,0,0,51.28,5.13,2.6,7.69,1.17348,0.462,0,0.103,0,0.00277,0,0
"100% Juice, Frozen Concentrate, Apple",United States,60 ml (8 FL OZ (240ML)),837,0,0,0,0,0,0,0,48.33,45,0,0,0.10668,0.042,0.467,0,0,0.0006,0,0
Great Northern Maple Syrup,United States,60ml,879,0,0,0,0,0,0,0,53,53,0,0,0.0254,0.01,0,0.04,0,0,0,0
Wheat Hamburger Buns,United States,61 g (1 BUN),1234,0,3.28,0,0,0,0,0,55.74,9.84,4.9,9.84,1.0414,0.41,0,0.098,0,0.00738,0,0
Gourmet Nacho,United States,62 g,540,303,8.06,2.42,3.23,0,0,3.23,11.3,4.84,0,1.61,2.25,0.887,0,0.0645,0,0,0,0
Organic Tomato Sauce,United States,63 g (0.25 cup),100,0,0,0,0,0,0,0,4.76,3.17,1.6,0,0.88646,0.349,0.286,0,0,0.00057,0,0
Cup Noodles Chicken Flavor,United States,64 g,1830,653,17.2,7.81,6.25,2.34,0,0,62.5,3.12,3.12,10.9,5.68,2.23,0,0.0312,0,0.00422,0,0
Instant Lunch Roast Chicken Flavor,United States,64 g,1900,653,18.8,9.38,0,0,0,0,59.4,3.12,3.12,10.9,0.00508,0.002,0,0.0312,0,0.00422,0,0
Almond Butter Bar,United States,64 g (1 BAR),1962,0,28.12,3.12,17.19,7.03,0,0,39.06,28.12,6.2,20.31,0.23876,0.094,0.703,0.391,0.469,0.00225,0.188,0
Hamburger Buns,United States,64 g (1 BUN),1439,0,6.25,2.34,0,0,0,0,62.5,4.69,1.6,10.94,0.99314,0.391,0,0,0,0.00281,0,0
Macaroni Elbows No. 35,United States,65 g,1540,0,1.54,0,0,0,0,0,78.5,4.62,3.08,12.3,0,0,0,0,0,0.00166,0,0
"Pop Weaver, Microwave Popcorn, Extra Butter",United States,"65 g (1 BAG, MAKES ABOUT 9 1/2 CUPS POPPED)",1996,0,21.54,4.62,13.85,5.38,0,0,53.85,0,9.2,7.69,2.65684,1.046,0,0.031,0,0.00222,0,0
Enriched Jumbo Seeded Hamburger Buns,United States,65 g (1 BUN),1159,0,3.85,0.77,0.77,1.54,0,0,50.77,6.15,1.5,9.23,1.13284,0.446,0,0.092,0,0.00277,0,0
Jumbo Plain Hamburger Buns,United States,65 g (1 BUN),1159,0,2.31,0,0,0.77,0,0,52.31,6.15,1.5,7.69,1.17348,0.462,0,0.092,0,0.00277,0,0
Hamburger Buns,United States,65 g (2.3 oz),900,0,2.31,0,0.77,0,0,0,43.08,4.62,7.7,9.23,0.93726,0.369,0,0.031,0,0.00222,0,0
Wheat Hamburger Buns,United States,65 g (2.3 oz),1029,0,5.38,0,3.08,0.77,0,0,44.62,6.15,4.6,7.69,0.93726,0.369,0,0.031,0,0.00222,0,0
White Hamburger Buns,United States,65 g (2.3 oz),1096,0,5.38,0,3.85,0.77,0,0,47.69,7.69,1.5,6.15,1.13284,0.446,0,0,0,0.00222,0,0
Dutch Chocolate Ice Cream,United States,66 g,952,444,10.6,6.82,0,0,0,0,28.8,21.2,1.52,3.03,0.212,0.0833,0,0.121,0,0,0,0
Hamburger Buns,United States,66 g (1 BUN),1013,0,2.27,0,0,0,0,0,46.97,6.06,4.6,9.09,1.1557,0.455,0,0.03,0,0.00164,0,0
Hamburger Buns,United States,66 g (1 BUN),1079,0,3.79,0,0,0,0,0,48.48,4.55,7.6,10.61,1.03886,0.409,0,0.03,0,0.00273,0,0
"Hamburger Buns, Sesame Seed",United States,66 g (1 BUN),1205,0,4.55,0,0,0,0,0,51.52,6.06,1.5,9.09,1.07696,0.424,0,0.03,0,0.00109,0,0
Hi - protein Pancake & Baking Mix,United States,66 g (1 SCOOP),1456,0,1,0,0,0,0,0,44,0,3,12,0.8128,0.32,0,0,0,0.0018,0,0
"Pop Weaver, Microwave Popcorn, Truffle Oil",United States,68 g (1 BAG(MAKES ABOUT 9.5 CUPS POPPED)),2092,0,29.41,14.71,10.29,4.41,0,0,52.94,0,8.8,7.35,3.175,1.25,0,0.029,0,0.00212,0,0
Clif Bar Chocolate Chip,United States,68 g (68 g),1540,0,7.35,2.21,2.94,2.21,0,0,66.18,32.35,5.9,14.71,0.56134,0.221,0.309,0.294,0.368,0.00397,0.118,0
Wilcoxson's French Vanilla,United States,68g,924,0,13.2,8.82,0,0,0,0,25,20.6,0,2.94,0.131,0.0515,0,0,0,0,0,0
Yoplait original strawberry,United States,6oz (170g),418,0,0.882,0.588,0,0,0,0,19.4,15.3,0,2.94,0.127,0.05,0,0.118,0.0882,0,0,0
Seasoned croutons,United States,7 g (2 Tbsp),1795,0,14.29,0,0,0,0,0,57.14,0,0,14.29,2.35966,0.929,0,0,0,0.00514,0,0
Cornichons,United States,7 gherkins (1 oz) 28 g,75,0,0,0,0,0,0,0,0,0,3.57,0,1.98,0.779,0,0,0,0,0,0
Swedish Fish,United States,7 pieces (42g),1500,0,0,0,0,0,0,0,90.5,73.8,0,0,0.181,0.0714,0,0,0,0,0,0
Kraft Macaroni & Cheese Dinner three cheese,United States,70 g,1046,0,2,1,0,0,0,0,49,7,2,9,1.5494,0.61,0,0.1,0,0.0018,0,0
Lamb Seekh Kebab,United States,71 g,942,589,16.9,7.04,0,0,0,0,5.63,1.41,1.41,12.7,2,0.789,0,0.0845,0,0.0038,0,0
Quattro Formaggio,United States,1/4 cup (28g / 1oz),1490,1050,28.6,17.9,0,0,0,0,0,0,0,28.6,2,0.786,0,0.893,0,0,0,0
Frigor Lait,Switzerland,16 g,2439,0,40.2,17.1,0,0,0,0,48.1,46.3,4.4,5.8,0.08,0.031496063,0,0,0,0,0,0
Joyeuses Pâques Lait,Switzerland,16.7 g,2321,0,34.6,0,0,0,0,0,54.5,0,0,6.9,0,0,0,0,0,0,0,0
Idée pour Poulet à la crème et aux fines herbes,Switzerland,160 g,1634,0,16.6,8.4,0,0,0,0,49.4,11.9,3.3,10.4,12.4714,4.91,0,0,0,0,0,0
Saladbowl Finesse,Switzerland,160 g,718,0,10,1,0,0,0,0,18,16,2,1.5,0.55,0.216535433,0,0,0,0,0,0
Saladbowl Deluxe,Switzerland,160 g,959,0,20,2.5,0,0,0,0,6,3,4,5,1.1,0.433070866,0,0,0,0,0,0
Emincé de veau zurichoise,Switzerland,160 g,710,0,14,3,0,0,0,0,4,2.5,0.5,7,1,0.393700787,0,0,0,0,0,0
Petits pois & carottes,Switzerland,160 g,290,0,2,1,0,0,0,0,7,4.5,4,4,0.9,0.354330709,0,0,0,0,0,0
Glace cacao,Switzerland,165 g,415,0,1,0.7,0,0,0,0,11,6,4.5,17,5,1.968503937,0,0,0,0,0,0
Sandwich Jambon d'épaule-oeuf,Switzerland,165 g,248,0,14,2,0,0,0,0,18,2,3.03,11,1.21,0.477,0,0,0,0,0,0
Sandwich Vegi oeuf,Switzerland,165 g,883,0,10,1.5,0,0,0,0,19,1.5,2.5,10,1.1,0.433070866,0,0,0,0,0,0
Chiken  Curry Betty Bossi,Switzerland,165 g,950,0,9,1,0,0,0,0,27,3,1,9,1.5748,0.62,0,0,0,0,0,0
Wrap Greek,Switzerland,165 g,1043,0,15,7,0,0,0,0,20,2,1.5,8,1.6,0.62992126,0,0,0,0,0,0
Sandwich au salami ,Switzerland,165 g,1321,0,19,5,0,0,0,0,26,4.5,0.8,10,1.4,0.551181102,0,0,0,0,0,0
Galettes de riz complet choc.au lait,Switzerland,17 g,2090,0,21,13,0,0,0,0,69,28,3,7,0.08,0.031496063,0,0,0,0,0,0
Galettes de riz complet,Switzerland,17 g,2030,0,23,14,0,0,0,0,61,27,5,6,0.13,0.051181102,0,0,0,0,0,0
Poudre de cacao,Switzerland,17 g,1594,0,21,0,0,0,0,0,11,0,0,21.5,0,0,0,0,0,0,0,0
Biscuits avec morceaux de chocolat sans gluten,Switzerland,17 g,2110,0,27,14,0,0,0,0,60,25,2.5,4,0,0,0,0,0,0,0,0
Chocolat noir,Switzerland,17 g,2180,0,29,17,0,0,0,0,57,54,5,0,0,0,0,0,0,0,0,0
Chocolat blanc,Switzerland,17 g,2330,0,33,20,0,0,0,0,62,62,3.5,3.5,0.1524,0.06,0,0,0,0,0,0
Quadretti,Switzerland,17 g,2335,0,35,21,0,0,0,0,53,52,2.5,7,0,0,0,0,0,0,0,0
Yogurt Greek Styte Nature,Switzerland,170 g,242,0,0.1,0.1,0,0,0,0,4,4,0,10,0.1,0.039370079,0,0,0,0,0,0
Joghurt Oh! (Erdbeere),Switzerland,170 g,345,0,0.1,0.1,0,0,0,0,12,12,0.5,8,0.08,0.031496063,0,0,0,0,0,0
Yogurt Greek Style Pêche-Maracuja,Switzerland,170 g,352,0,0.1,0.1,0,0,0,0,13,12,0.5,8,0.08,0.031496063,0,0,0,0,0,0
Yogurt Greek Style Myrtille-Vanille,Switzerland,170 g,364,0,0.1,0.1,0,0,0,0,13,12,0.5,8,0.08,0.031496063,0,0,0,0,0,0
Yogurt Greek Syle Framboise-Grenade,Switzerland,170 g,380,0,0.1,0.1,0,0,0,0,14,13,0.5,8,0.08,0.031496063,0,0,0,0,0,0
Poulet Madras,Switzerland,170 g,420,0,3,0.5,0,0,0,0,7,4.5,0.9,11,0.9,0.354330709,0,0,0,0,0,0
Emincé de veau zurichoise,Switzerland,170 g,490,0,6,3,0,0,0,0,0.8,0.7,0.6,15,0.8,0.31496063,0,0,0,0,0,0
Tradition Crème Caramel,Switzerland,175 g,147,0,4.5,2.5,0,0,0,0,24,18,0.5,2.5,0.1016,0.04,0,0,0,0,0,0
Tzatziki,Switzerland,175 g,872,0,19,5,0,0,0,0,7,3.5,0.9,2.5,2,0.787401575,0,0,0,0,0,0
Crème chocolat au lait ,Switzerland,175 g,610,0,5.6,3.2,0,0,0,0,20,18,0.7,3.5,0.1,0.039370079,0,0,0,0,0,0
Pizza Diavola piccante,Switzerland,"175 g, 1/2 pizza",1015,0,10.7,3.9,0,0,0,0,25.6,3.3,2,9.9,1.5,0.590551181,0,0,0,0,0,0
sandwich jambon d'épaule Betty Bossi,Switzerland,175g.,1050,0,11,3.5,0,0,0,0,26,2,2,11,1.8034,0.71,0,0,0,0,0,0
Oursons d'or,Switzerland,175g.,1423,0,0.5,0.1,0,0,0,0,77,45,0,6.3,0.08,0.031496063,0,0,0,0,0,0
Nids aux noisettes,Switzerland,18 g,1735,0,12,2.5,0,0,0,0,69,53,2,6,0.2,0.078740157,0,0,0,0,0,0
Joghurt Léger (Nature),Switzerland,180 g,180,0,0.1,0,0,0,0,0,6,6,0,4.5,0.1,0.039370079,0,0,0,0,0,0
Joghurt Moka,Switzerland,180 g,200,0,0.1,0,0,0,0,0,7,7,0.5,4.5,0.1,0.039370079,0,0,0,0,0,0
Yogourt orange/citron,Switzerland,180 g,200,0,0.1,0,0,0,0,0,6,6,2.5,4.5,0.1,0.039370079,0,0,0,0,0,0
Joghurt chocolat,Switzerland,180 g,200,0,0.2,0.1,0,0,0,0,6,5,0.7,5,0.1,0.039370079,0,0,0,0,0,0
Joghurt ananas,Switzerland,180 g,200,0,0.1,0,0,0,0,0,6,6,2.5,4.5,0.1,0.039370079,0,0,0,0,0,0
Joghurt pêche,Switzerland,180 g,210,0,0.1,0,0,0,0,0,6,6,3,4.5,0.1,0.039370079,0,0,0,0,0,0
Joghurt fraise,Switzerland,180 g,210,0,0.1,0,0,0,0,0,6,6,3,4.5,0.1,0.039370079,0,0,0,0,0,0
Joghurt myrtille,Switzerland,180 g,210,0,0.1,0,0,0,0,0,6,6,3,4.5,0.1,0.039370079,0,0,0,0,0,0
Yogourt nature de Suisse Romande ferme,Switzerland,180 g,280,0,3.8,2.3,0,0,0,0,4.5,4.5,0,3.5,0.127,0.05,0,0,0,0,0,0
Joghurt Léger (Haselnuss),Switzerland,180 g,300,0,2.5,0.2,0,0,0,0,6,5,3.5,4.5,0.1,0.039370079,0,0,0,0,0,0
Yogourt Nature,Switzerland,180 g,320,0,4,2.1,0,0,0,0,6,6,0,4,0.1,0.039370079,0,0,0,0,0,0
Jogurt vanille,Switzerland,180 g,400,0,3,2,0,0,0,0,13,13,0,4,0.1,0.039370079,0,0,0,0,0,0
Yogourt Ananas,Switzerland,180 g,400,0,3,1.7,0,0,0,0,14,13,0.5,3,0.1,0.039370079,0,0,0,0,0,0
"Migros, M Classic",Switzerland,180 g,400,0,3,1.8,0,0,0,0,14,14,0.5,3,0,0,0,0,0,0,0,0
Himbeerjoghurt,Switzerland,180 g,400,0,3,1.8,0,0,0,0,14,14,0.5,3,0.1,0.039370079,0,0,0,0,0,0
Yogourt Fraise,Switzerland,180 g,400,0,2.9,1.7,0,0,0,0,14,13,0,3,0.1,0.039370079,0,0,0,0,0,0
jogurt myrtille,Switzerland,180 g,420,0,3,2,0,0,0,0,14,13,0.5,4,0.08,0.031496063,0,0,0,0,0,0
Jogurt Framboise Hibiscus,Switzerland,180 g,422,0,3,2,0,0,0,0,14,13,0.5,4,0.0556,0.0219,0,0,0,0,0,0
Yogourt Moka ferme M-Classic ,Switzerland,180 g,423,0,3,1.8,0,0,0,0,15,15,0,3.5,0.1016,0.04,0,0,0,0,0,0
Birchermuesli Joghurt,Switzerland,180 g,450,0,3.3,1.7,0,0,0,0,16,13,0.5,3,0.1,0.039370079,0,0,0,0,0,0
Joghurt Caramel ,Switzerland,180 g,460,0,2.8,1.6,0,0,0,0,18,17,0,3,0.1,0.039370079,0,0,0,0,0,0
Sirop d'érable yoghourt ,Switzerland,180 g,480,0,2.8,1.6,0,0,0,0,19,18,0,3,0.1,0.039370079,0,0,0,0,0,0
Yogourt Hirtz éclats mocca,Switzerland,180 g,510,0,4.6,2.7,0,0,0,0,16.1,15,0.1,4,0.13,0.051181102,0,0,0,0,0,0
Yogos nature,Switzerland,180 g,520,0,10.5,6.2,0,0,0,0,4.5,4.5,0,3.5,0.1,0.039370079,0,0,0,0,0,0
Spätzli aux légumes,Switzerland,180 g,478,0,1,0.5,0,0,0,0,20,0.9,2,5,0.95,0.374015748,0,0,0,0,0,0
Spätzli fini,Switzerland,180 g,669,0,3.5,0.8,0,0,0,0,24,0,1.5,7,0.9,0.354330709,0,0,0,0,0,0
Saladbowl Provençale,Switzerland,180 g,373,0,7,0.9,0,0,0,0,5,1,1.5,1,0.65,0.255905512,0,0,0,0,0,0
Rôti haché en sauce champignons,Switzerland,180 g,703,0,11,3,0,0,0,0,6,2.5,0.9,11,0.9,0.354330709,0,0,0,0,0,0
Pasta alla carbonara,Switzerland,180 g,1550,0,4,1.5,0,0,0,0,68,6,3.5,13,3,1.181102362,0,0,0,0,0,0
Spaghetti bolognese,Switzerland,180 g,1617,0,7,1.5,0,0,0,0,62,10,4,16,2,0.787401575,0,0,0,0,0,0
Spätzli M-Budget,Switzerland,180 g,640,0,2.5,0.7,0,0,0,0,25,0.5,1,7,1.0414,0.41,0,0,0,0,0,0
Sandwich au fromage ,Switzerland,180 g,1394,0,19,5,0,0,0,0,26,2.5,3.5,13,1.4,0.551181102,0,0,0,0,0,0
"Filets de carrelets panés, farcis au beurre et à l'estragon",Switzerland,180 g,1165,0,18,6,0,0,0,0,17,0.5,0.8,12,0.87,0.342519685,0,0,0,0,0,0
Jogourt Nature ferme,Switzerland,180 g,270,0,3.5,2.1,0,0,0,0,5,5,0,3.5,0.1,0.039370079,0,0,0,0,0,0
Yogourt fraise BIO,Switzerland,180g,460,0,3.4,1.7,0,0,0,0,16,16,0.5,3.5,0.127,0.05,0,0,0,0,0,0
Jogurt Noisette,Switzerland,180g,500,0,5,2,0,0,0,0,14,13,0.5,4,0.127,0.05,0,0,0,0,0,0
Sandwich concombre & tomate,Switzerland,185 g,667,0,6,0.5,0,0,0,0,21,2,2.5,4,0.73,0.287401575,0,0,0,0,0,0
Chocolat Cookies,Switzerland,19 g,2109,0,25,14,0,0,0,0,61,36,3.5,7,0.68,0.267716535,0,0,0,0,0,0
Les recettes de l'atelier,Switzerland,"19,5g",2377,0,37.2,16.4,0,0,0,0,52.3,45.4,1.6,6,0.3,0.118110236,0,0,0,0,0,0
Saladbowl French,Switzerland,190 g,521,0,11,1.5,0,0,0,0,3.5,2,1.5,2.5,1.2,0.472440945,0,0,0,0,0,0
Salade de crevettes,Switzerland,190 g,790,0,15,0.8,0,0,0,0,5,3,0,9,1.3,0.511811024,0,0,0,0,0,0
Gâteau au fromage Betty Bossi,Switzerland,190g.,1240,0,20,11,0,0,0,0,19,3,1,10,1.2192,0.48,0,0,0,0,0,0
Ravioles Epinards Cajou,Switzerland,195 g,1019,0,15,2,0,0,0,0,21,0.5,0,4.9,1.1,0.433070866,0,0,0,0,0,0
Petit Coeur,Switzerland,2 biscuits 5g,2130,0,23,16,0,0,0,0,68,36,0,7,0.58,0.228346457,0,0,0,0,0,0
Brownies,Switzerland,2 brownies 50 g,1980,0,26,6,0,0,0,0,51,38,4,7,0.28,0.11023622,0,0,0,0,0,0
Taragona,Switzerland,2 pièces 38 g,2000,0,24,7,0,0,0,0,57,36,3.5,7,0.2,0.078740157,0,0,0,0,0,0
Pane Rustico,Switzerland,2 tranches 50 g,1079,0,8,1,0,0,0,0,37,1.5,7,6,1.2,0.472440945,0,0,0,0,0,0
Zero Ice Tea Lemon,Switzerland,"2,3 g",7,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.01,0.003937008,0,0,0,0,0,0
CitronMélisse,Switzerland,"2,5 g",235,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0
Cristal  ,Switzerland,"2,8 g",1700,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
Classic Fromage fondu,Switzerland,20 g,780,0,9,5,0,0,0,0,4,4,0,22,3.3,1.299212598,0,0,0,0,0,0
Pic-Stick,Switzerland,20 g,1712,0,35,13,0,0,0,0,1.5,0.7,0.5,23,3.3,1.299212598,0,0,0,0,0,0
Pain croustillant aux fibres bio,Switzerland,20 g,1380,0,3,0.5,0,0,0,0,53,3,23,12,0.9,0.354330709,0,0,0,0,0,0
Bricelets Salés au Fromage,Switzerland,20 g,1860,0,15,9,0,0,0,0,62,7,1.5,14,3.5,1.377952756,0,0,0,0,0,0
Mango Coconut,Switzerland,20 g,1440,0,4.5,3.5,0,0,0,0,69,61,6,3,0.03,0.011811024,0,0,0,0,0,0
Farmer Soft Cannelle,Switzerland,20 g,1620,0,8,3.5,0,0,0,0,69,32,5,8,0.37,0.145669291,0,0,0,0,0,0
Farmer Soft Sport,Switzerland,20 g,1670,0,6,5,0,0,0,0,79,35,3,4.5,0.53,0.208661417,0,0,0,0,0,0
Magdalenas,Switzerland,20 g,1725,0,17,3,0,0,0,0,59,26,1,5,0.83,0.326771654,0,0,0,0,0,0
Nids aux noisettes,Switzerland,20 g,1880,0,18,7,0,0,0,0,65,48,2.5,5,0.1,0.039370079,0,0,0,0,0,0
Chocolat au lait ,Switzerland,20 g,2240,0,30,18,0,0,0,0,61,60,5,5,0.1524,0.06,0,0,0,0,0,0
Chocolat noir extra fin,Switzerland,20 g,2339,0,38.6,22.8,0,0,0,0,37.8,33.6,14.9,7.7,0.02,0.007874016,0,0,0,0,0,0
Chocolat au lait avec éclats de noisettes ,Switzerland,20 g ,2330,0,34,17,0,0,0,0,56,55,6,6,0.127,0.05,0,0,0,0,0,0
Bircher Müesli Baies,Switzerland,200 g,483,0,3,2,0,0,0,0,17,13,2,2,0.08,0.031496063,0,0,0,0,0,0
Diplomat à la Vanille,Switzerland,200 g,694,0,9,8,0,0,0,0,19,16,0.5,2,0.3,0.118110236,0,0,0,0,0,0
Mini-Fondue,Switzerland,200 g,730,0,9,5,0,0,0,0,3,0.5,0.5,16,2.3,0.905511811,0,0,0,0,0,0
Gnocchi classique ,Switzerland,200 g,608,0,1,0.2,0,0,0,0,30,2.3,0,3,1.3,0.511811024,0,0,0,0,0,0
Riz au Lait : Vanille,Switzerland,200 g,511,0,2.5,1.5,0,0,0,0,21,14,0.5,3.5,0.1,0.039370079,0,0,0,0,0,0
Purée de pommes de terre instantanée,Switzerland,200 g,300,0,0.9,0.7,0,0,0,0,13,0.9,1.5,2,0.65,0.255905512,0,0,0,0,0,0
Purée de pommes de terre ,Switzerland,200 g,360,0,2.5,1.5,0,0,0,0,14,1,0.8,1.5,0.8,0.31496063,0,0,0,0,0,0
Fiori spinacci e ricotta,Switzerland,200 g,791,0,6,2.5,0,0,0,0,24,0.6,1,9,1.1,0.433070866,0,0,0,0,0,0
Mezzelune mozzarella e pomodori secchi,Switzerland,200 g,791,0,6,3.5,0,0,0,0,24,1.5,1,9,1.2,0.472440945,0,0,0,0,0,0
Filets Gourmet à la Provençale MSC Pelican 800g,Switzerland,200 g,724,0,11,7,0,0,0,0,4.5,0.7,0.5,14,1.016,0.4,0,0,0,0,0,0
Orange mit Fruchtfleisch,Switzerland,200 g,165,0,0,0,0,0,0,0,8.4,7.7,0,0.8,0,0,0,0,0,0,0,0
Be Fruits : Pur Pomme,Switzerland,200 g,167,0,0,0,0,0,0,0,11,10,0,0,0.01,0.003937008,0,0,0,0,0,0
Jus d'orange,Switzerland,200 g,170,0,0,0,0,0,0,0,9,9,0.5,0.5,0.03,0.011811024,0,0,0,0,0,0
Jus de pomme,Switzerland,200 g,186,0,0.5,0.5,0,0,0,0,11,10,0.5,0.5,0,0,0,0,0,0,0,0
Jus de pomme,Switzerland,200 g,187,0,0,0,0,0,0,0,11,10,0,0,0.01,0.003937008,0,0,0,0,0,0
apple & berry juice never from concentrate,Switzerland,200 g,189,0,0,0,0,0,0,0,10,9.6,0,0.4,0,0,0,0,0,0,0,0
Orange sanguine,Switzerland,200 g,193,0,0.5,0,0,0,0,0,11,9,0.5,0.5,0.05,0.019685039,0,0,0,0,0,0
100% Pure Pressed Oranges With Pulp,Switzerland,200 g,204,0,0,0,0,0,0,0,10,10,0.7,0.8,0,0,0,0,0,0,0,0
Orange-carotte agave-citron,Switzerland,200 g,208,0,0.5,0,0,0,0,0,11,9,0.5,0.7,0.07,0.027559055,0,0,0,0,0,0
Florida Orange,Switzerland,200 g,208,0,0.5,0,0,0,0,0,11,9,0.5,0.7,0,0,0,0,0,0,0,0
Jus d'ananas,Switzerland,200 g,239,0,0.5,0,0,0,0,0,13,13,0.9,0.5,0,0,0,0,0,0,0,0
Canneberges,Switzerland,200 g,221,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0
Guacamole,Switzerland,200 g,831,0,17,2.5,0,0,0,0,8,1.5,5,1.5,1.1,0.433070866,0,0,0,0,0,0
Civet de Sanglier,Switzerland,200 g,467,0,2,0.7,0,0,0,0,8,2.5,0.5,15,1.7,0.669291339,0,0,0,0,0,0
